Rank,Artist,Listeners,PkListeners,Daily Trend
1309,The Kooks,"7,219,432","7,312,391",13
1310,PEDRO SAMPAIO,"7,218,461","8,176,180","-11,742"
1311,Cole Swindell,"7,214,084","8,270,647","-45,881"
1312,Filipe Ret,"7,208,354","7,390,235","2,257"
1313,Stebin Ben,"7,205,929","7,205,929","45,847"
1314,Omar Montes,"7,202,554","7,405,354","84,226"
1315,Alanis Morissette,"7,201,702","7,568,383","-28,090"
1316,AndrÃ©s Calamaro,"7,196,124","7,200,182","-4,058"
1317,Dhanush,"7,195,908","7,751,673","1,308"
1318,Social House,"7,183,419","7,198,904","-13,620"
1319,BM,"7,178,472","7,178,472","4,254"
1320,Chelsea Cutler,"7,176,118","8,044,298","51,331"
1321,Father John Misty,"7,173,121","7,173,121","12,356"
1322,Tochi Raina,"7,160,325","8,968,139","-13,424"
1323,The All-American Rejects,"7,155,666","7,195,721",-750
1324,Ankit Tiwari,"7,150,276","8,733,054","-3,670"
1325,Arunraja Kamaraj,"7,148,230","7,148,230","5,223"
1326,Alex Rose,"7,142,587","7,160,726","1,999"
1327,Fatboy Slim,"7,141,845","7,929,652","-31,819"
1328,Banda El Recodo,"7,137,912","7,797,977","5,212"
1329,Rick Astley,"7,133,112","7,250,418","6,507"
1330,Pol Granch,"7,122,367","7,360,041","-38,994"
1331,Luciano,"7,114,338","9,205,446","-39,746"
1332,Irene Cara,"7,114,257","7,360,429","-9,489"
1333,Gulzar,"7,112,796","7,112,796","9,950"
1334,Ivan Cornejo,"7,112,184","7,263,609","-40,522"
1335,Gloria Gaynor,"7,109,687","7,425,270","14,432"
1336,The Kinks,"7,103,888","7,248,531","2,254"
1337,Gente De Zona,"7,103,169","7,669,082","-2,108"
1338,The Proclaimers,"7,102,855","7,168,267","-20,049"
1339,Vijay Prakash,"7,101,591","7,236,211","-7,304"
1340,Hades66,"7,083,886","7,090,026","-6,140"
1341,Paulina Rubio,"7,078,202","7,335,283","21,280"
1342,Eros Ramazzotti,"7,073,325","8,893,059","-20,987"
1343,Travis Barker,"7,071,955","9,472,692","-3,116"
1344,Aaliyah,"7,069,471","7,069,471","11,520"
1345,Lasso,"7,063,765","9,535,035","-20,006"
1346,CNCO,"7,048,852","8,273,953",213
1347,Far East Movement,"7,025,256","7,085,093",54
1348,AFROJACK,"7,021,172","8,640,590","-22,220"
1349,Idina Menzel,"7,020,457","7,439,845","-4,188"
1350,TarcÃ­sio do Acordeon,"7,019,652","7,179,448","32,448"
1351,Brandi Carlile,"7,010,142","8,790,369","15,076"
1352,Kxllswxtch,"7,004,753","7,726,184",261
1353,La Joaqui,"7,001,250","10,853,959","-47,168"
1354,Harrdy Sandhu,"6,994,619","8,391,170","8,080"
1355,All Time Low,"6,993,590","7,476,410","-8,810"
1356,CafÃ© Tacvba,"6,992,070","7,114,538","-20,568"
1357,Kausar Munir,"6,991,044","7,851,402","-20,460"
1358,Surfaces,"6,985,635","8,336,270","28,690"
1359,Crowded House,"6,974,771","6,990,527","3,600"
1360,Intocable,"6,973,056","6,981,752","3,074"
1361,GROUPLOVE,"6,968,705","7,133,022","-31,240"
1362,Sixpence None The Richer,"6,965,766","6,965,766","19,450"
1363,Soundgarden,"6,961,415","6,964,411","-2,996"
1364,Ricky Montgomery,"6,961,044","7,444,216","-29,096"
1365,Fat Joe,"6,956,966","7,032,533","-1,748"
1366,Anuradha Paudwal,"6,954,008","6,954,008",920
1367,Fiersa Besari,"6,952,560","7,295,990","4,308"
1368,Melendi,"6,947,912","7,018,825","30,444"
1369,JT,"6,942,888","6,942,888","75,231"
1370,Jory Boy,"6,941,873","7,597,345","-9,380"
1371,Hippie Sabotage,"6,941,785","7,129,907","11,759"
1372,Angel Y Khriz,"6,938,642","6,938,642","4,706"
1373,Manoj Muntashir,"6,933,450","8,579,459","-21,971"
1374,Baby Rasta,"6,928,966","10,986,033","-9,716"
1375,Adolescent's Orquesta,"6,928,491","6,982,829","-18,321"
1376,Dyamante DJ,"6,928,359","7,955,745","-24,898"
1377,Calle 24,"6,923,319","6,923,319","322,507"
1378,Katrina & The Waves,"6,916,936","7,316,639","-18,437"
1379,Five Finger Death Punch,"6,916,097","7,227,523","-8,105"
1380,Aditya A,"6,912,215","7,472,939","-22,913"
1381,Ninho,"6,908,301","7,556,733","-8,267"
1382,Heuss L'enfoirÃ©,"6,907,181","7,118,046","-17,154"
1383,Tom Walker,"6,904,341","7,463,462","-12,330"
1384,Gajendra Verma,"6,900,509","8,429,794","-18,732"
1385,Mika Singh,"6,899,685","7,005,095","12,772"
1386,Tinie Tempah,"6,898,942","7,125,677","-13,627"
1387,NUEKI,"6,896,804","6,896,804","34,812"
1388,Meet Bros.,"6,896,158","7,980,418","-2,338"
1389,Europe,"6,894,430","7,290,917","-11,521"
1390,MC Rogerinho,"6,893,155","6,893,155","72,682"
1391,Orochi,"6,893,012","8,123,927","-8,227"
1392,Ajaxx,"6,888,729","6,888,729","9,888"
1393,Salve Malak,"6,886,628","7,138,958","-36,143"
1394,Willie ColÃ³n,"6,884,967","6,920,664","-10,808"
1395,Luar La L,"6,876,457","7,351,042","-22,646"
1396,Don McLean,"6,873,385","7,945,750","-20,310"
1397,DJ Jeeh FDC,"6,872,417","7,518,377","-58,452"
1398,Denzel Curry,"6,871,793","7,991,365","-29,058"
1399,$NOT,"6,867,326","8,404,075","-3,625"
1400,Marquinho no Beat,"6,866,543","7,627,292","1,541"
1401,Ja Rule,"6,865,884","6,925,060","-1,301"
1402,Zoe Wees,"6,860,027","7,591,811","-15,546"
1403,Skylar Grey,"6,860,019","7,395,698","27,058"
1404,twocolors,"6,859,492","6,859,492","34,982"
1405,Arjun Kanungo,"6,855,585","6,942,671","-2,650"
1406,London Symphony Orchestra,"6,853,042","7,450,279","5,511"
1407,Marca MP,"6,850,333","8,788,069","3,546"
1408,The Cars,"6,843,957","7,959,787","9,360"
1409,Eve,"6,837,499","6,837,499","2,313"
1410,Hardwell,"6,836,444","7,807,224","-11,627"
1411,KC & The Sunshine Band,"6,833,764","6,976,352","29,841"
1412,Culture Club,"6,827,923","6,827,923","6,655"
1413,Prezioso,"6,824,156","7,614,612","-2,917"
1414,Don Diablo,"6,822,904","7,058,796","-13,558"
1415,NBSPLV,"6,813,260","6,813,260","44,353"
1416,Trevor Daniel,"6,809,162","8,057,301",43
1417,SLANDER,"6,807,380","8,719,324",-431
1418,Yung Gravy,"6,802,418","7,845,433","-5,994"
1419,Tiakola,"6,801,231","6,801,231","113,646"
1420,G Herbo,"6,799,383","7,665,492","-4,506"
1421,wave to earth,"6,795,966","6,795,966","58,537"
1422,D.O.D,"6,795,558","6,894,397","22,981"
1423,Falling In Reverse,"6,789,582","7,541,964","12,356"
1424,Matchbox Twenty,"6,789,098","7,950,666","-36,516"
1425,Ludwig van Beethoven,"6,784,662","7,134,059","16,520"
1426,YUNGBLUD,"6,779,584","7,679,145","16,991"
1427,Gloria Groove,"6,774,629","7,167,066","-48,218"
1428,Naeleck,"6,771,986","6,771,986","44,279"
1429,Lily Allen,"6,768,399","6,892,058",987
1430,Ferrugem,"6,768,151","6,768,151","12,725"
1431,Marilyn Manson,"6,764,181","6,802,556","3,671"
1432,Dom Dolla,"6,763,137","8,084,738","-4,940"
1433,Shafqat Amanat Ali,"6,755,745","6,902,950","13,889"
1434,Kenia OS,"6,752,449","10,654,452","-3,789"
1435,Jamie Miller,"6,748,550","7,017,011","-21,990"
1436,HVME,"6,745,395","7,567,924","-10,172"
1437,Dreamville,"6,741,877","8,328,012","4,298"
1438,BANNERS,"6,740,096","7,162,532","-1,306"
1439,Lil Pump,"6,738,805","7,549,525","7,553"
1440,Ayushmann Khurrana,"6,730,227","6,849,196","52,895"
1441,Toosii,"6,720,793","10,595,580","-22,569"
1442,Duke Dumont,"6,714,435","6,830,967","223,078"
1443,Megan Moroney,"6,714,429","6,746,416","-31,987"
1444,Masego,"6,710,253","7,402,272","25,742"
1445,Callejero Fino,"6,699,575","8,288,592","-34,838"
1446,Gloria Estefan,"6,696,606","6,989,636","-6,881"
1447,88rising,"6,695,082","7,606,297","2,182"
1448,Kina,"6,684,382","7,274,585","-8,048"
1449,Michelle Maciel,"6,683,457","6,683,457","34,212"
1450,Cavetown,"6,683,006","7,192,919","-14,055"
1451,Gloria Trevi,"6,671,030","6,671,030","5,222"
1452,KEVIN ROLDAN,"6,670,587","7,762,548","16,672"
1453,Ace of Base,"6,665,071","6,746,395","10,168"
1454,Billy Ray Cyrus,"6,664,516","7,146,266","-10,832"
1455,Adriano Rhod,"6,661,405","7,235,223","8,111"
1456,Ludacris,"6,656,208","7,331,813","-7,073"
1457,Joyner Lucas,"6,655,489","8,137,459","65,760"
1458,Deep Purple,"6,655,221","6,953,828","5,574"
1459,Marta SÃ¡nchez,"6,651,729","6,769,023","-17,819"
1460,Los Bukis,"6,650,734","6,650,734","22,956"
1461,J Alvarez,"6,643,715","6,688,464","-10,357"
1462,Anand Raj Anand,"6,643,405","7,079,695","4,431"
1463,42 Dugg,"6,641,927","9,279,623",978
1464,Lalo Ebratt,"6,638,947","6,725,463","-8,044"
1465,Michael Schulte,"6,638,878","6,763,607","-14,825"
1466,Astrid S,"6,638,440","8,152,622","-13,979"
1467,La Quinta Estacion,"6,637,722","6,647,591","3,373"
1468,Mariah Angeliq,"6,636,670","7,292,039","-21,174"
1469,Los Dareyes De La Sierra,"6,629,412","8,109,226","-25,723"
1470,Martin Jensen,"6,628,882","7,722,826","-10,901"
1471,Moby,"6,627,516","6,889,365","-10,706"
1472,Mc Delux,"6,623,143","6,623,143","142,951"
1473,Slowboy,"6,622,381","6,622,381","33,797"
1474,Jim Croce,"6,618,827","6,883,199","34,968"
1475,Garry Sandhu,"6,612,739","6,726,659","-8,819"
1476,Joe Cocker,"6,612,505","6,732,918","6,299"
1477,LeÃ³n Larregui,"6,610,309","6,619,782","1,113"
1478,Tony Aguirre,"6,605,280","10,073,179","22,133"
1479,Faye Webster,"6,604,099","6,618,925","-14,574"
1480,Cassie,"6,600,844","7,412,114","95,541"
1481,Dierks Bentley,"6,587,642","7,306,967","-7,028"
1482,JISOO,"6,587,066","16,659,396","-27,630"
1483,Djonga,"6,585,287","6,913,820","-32,600"
1484,Roar,"6,584,165","7,895,115","-27,050"
1485,Commodores,"6,583,230","6,583,230","21,847"
1486,Russ Millions,"6,580,755","6,598,871","75,526"
1487,Toby Keith,"6,578,635","7,446,093","-12,634"
1488,Seether,"6,562,468","6,562,468","4,590"
1489,Vansire,"6,555,870","7,563,193","4,794"
1490,Thalapathy Vijay,"6,551,458","6,552,696",452
1491,Khruangbin,"6,550,844","6,575,231","-24,387"
1492,Eric Prydz,"6,550,251","6,649,027","26,706"
1493,Buffalo Springfield,"6,546,262","6,546,262","13,556"
1494,Fonseca,"6,537,169","6,644,386","4,709"
1495,Aziz Hedra,"6,534,748","6,534,748","29,659"
1496,Shakthisree Gopalan,"6,529,743","6,529,743","5,891"
1497,Yot Club,"6,528,885","7,327,559","-2,298"
1498,Nightcrawlers,"6,528,478","7,178,942",548
1499,Stone Temple Pilots,"6,522,596","6,880,970","-3,207"
1500,Frankie Valli & The Four Seasons,"6,520,167","8,057,325","-1,546"
1501,ITZY,"6,519,820","6,712,862","-14,604"
1502,Ray Dalton,"6,514,778","7,677,067","-26,978"
1503,Al Green,"6,514,184","6,514,184","1,936"
1504,Hesham Abdul Wahab,"6,508,213","6,508,213","33,552"
1505,Cypress Hill,"6,507,932","6,986,666","-17,157"
1506,El Komander,"6,506,480","6,506,480","45,328"
1507,Oruam,"6,501,359","7,447,471","5,929"
1508,Yeah Yeah Yeahs,"6,496,342","6,587,292","11,832"
1509,Greeicy,"6,495,794","6,583,585","21,109"
1510,Plain White T's,"6,492,980","6,540,172","8,207"
1511,Ashanti,"6,488,095","6,690,600","1,474"
1512,Dallass,"6,483,772","6,890,974","-4,748"
1513,Oxlade,"6,479,249","7,603,048","-39,418"
1514,The Living Tombstone,"6,477,040","6,477,040","6,148"
1515,Nessa Barrett,"6,476,686","7,968,073","1,971"
1516,Xand AviÃ£o,"6,473,567","9,060,333","7,446"
1517,Aldo Ranks,"6,469,819","10,303,679","-187,560"
1518,Rob49,"6,460,755","8,014,400","-58,397"
1519,Olly Murs,"6,459,605","6,682,536","-5,879"
1520,Gilberto Santa Rosa,"6,454,977","6,526,375","-4,454"
1521,Emma Steinbakken,"6,452,619","8,501,007","-49,131"
1522,Tai Verdes,"6,451,469","7,228,251","-5,269"
1523,Ãneheart,"6,450,810","6,848,661","-2,574"
1524,Gala,"6,450,084","6,632,004","-22,832"
1525,Armani White,"6,449,540","9,169,180","-10,678"
1526,YouNotUs,"6,442,258","6,697,313","-61,557"
1527,Cardenales De Nuevo LeÃ³n,"6,442,248","6,442,248","7,632"
1528,ODESZA,"6,439,018","6,960,738","-16,679"
1529,9lives,"6,436,516","6,436,516","55,883"
1530,Dustin Lynch,"6,429,689","7,196,018","18,106"
1531,JACKBOYS,"6,427,448","6,876,798",-48
1532,Nat King Cole,"6,424,044","6,424,044","24,450"
1533,Prod Malax,"6,423,641","6,679,507","-15,281"
1534,KSHMR,"6,423,232","7,488,809","-65,825"
1535,The Hollies,"6,421,257","6,421,257","12,928"
1536,Lyodra,"6,420,673","6,919,226",-634
1537,Elle King,"6,406,688","7,911,059","-19,556"
1538,ARIZONATEARS,"6,402,514","10,670,827","-14,755"
1539,Bruno & Marrone,"6,402,394","6,415,121","7,527"
1540,Charlie Brown Jr.,"6,395,800","6,395,800","10,550"
1541,Matisse,"6,395,675","6,528,635","-20,893"
1542,Pet Shop Boys,"6,391,057","6,679,478","-9,251"
1543,El Chapo De Sinaloa,"6,380,886","6,380,886","20,997"
1544,Dhee,"6,369,496","6,369,496","16,872"
1545,Sujatha,"6,363,931","6,372,132","-6,191"
1546,Eric Land,"6,361,809","6,361,809","18,410"
1547,Asal Kolaar,"6,359,807","6,359,807","15,906"
1548,Neo Beats,"6,353,375","8,012,871","4,299"
1549,Pantera,"6,352,954","6,353,685",-731
1550,Nes,"6,350,695","6,351,287","1,186"
1551,The Alchemist,"6,349,631","7,310,016","-29,466"
1552,Bronco,"6,348,574","6,348,574","5,051"
1553,Apache 207,"6,348,087","7,314,287","-9,674"
1554,Mc Mika,"6,347,445","6,347,445","87,063"
1555,Creed,"6,346,909","6,348,228","-1,319"
1556,Aitch,"6,345,876","9,426,643","37,274"
1557,Romy,"6,341,223","7,215,349","4,769"
1558,Wu-Tang Clan,"6,339,135","6,402,931","-9,618"
1559,Ashnikko,"6,333,006","6,626,552","15,892"
1560,Nagalli,"6,329,411","6,571,329","-6,731"
1561,ATB,"6,328,964","6,328,964","19,118"
1562,Alvaro Soler,"6,313,179","6,981,343","31,714"
1563,Sanjay Leela Bhansali,"6,313,035","7,114,756","16,727"
1564,1nonly,"6,311,800","6,311,800","9,747"
1565,Kotim,"6,307,280","8,320,344","7,062"
1566,LATIN MAFIA,"6,300,549","6,300,549","66,302"
1567,Jimmy Buffett,"6,299,079","6,299,079","126,692"
1568,Crystal Castles,"6,295,742","6,295,742","10,703"
1569,Dj Chris No Beat,"6,294,614","6,776,982","18,739"
1570,Blackstreet,"6,291,795","6,295,192","-3,397"
1571,John Mellencamp,"6,291,748","7,110,678","-11,124"
1572,Mr.Kitty,"6,283,377","7,435,156","5,867"
1573,Toploader,"6,279,695","6,287,968","1,130"
1574,Tinlicker,"6,278,297","6,434,892","19,854"
1575,Lauren Daigle,"6,274,604","6,582,478","69,197"
1576,Ramones,"6,274,031","6,545,054","-39,934"
1577,Nardo Wick,"6,272,333","9,227,221",166
1578,Anuv Jain,"6,271,234","6,725,261","-21,833"
1579,Yandar & Yostin,"6,269,339","6,269,339","62,024"
1580,Banda Los Recoditos,"6,263,940","6,431,737","13,144"
1581,raissa anggiani,"6,263,503","6,827,986",205
1582,Krono,"6,250,635","6,709,052","5,957"
1583,Vampire Weekend,"6,248,992","6,372,661","11,384"
1584,Breaking Benjamin,"6,248,245","6,506,213","-2,931"
1585,Indila,"6,243,088","6,644,160","-7,424"
1586,Lazza,"6,241,608","7,325,144","-5,902"
1587,Mr. Probz,"6,238,270","7,029,177","-15,181"
1588,deadmau5,"6,236,404","6,583,562",-488
1589,Muni Long,"6,234,161","9,414,284","-29,655"
1590,Maite Perroni,"6,233,154","6,883,353","15,547"
1591,Semicenk,"6,230,358","6,260,568","8,793"
1592,Disciples,"6,229,481","6,295,289","3,809"
1593,Stealers Wheel,"6,229,304","6,352,542","-19,928"
1594,Aaron Smith,"6,228,800","6,683,580","6,295"
1595,W&W,"6,227,682","6,251,924","-24,242"
1596,Clayton & RomÃ¡rio,"6,226,246","7,222,239","-14,006"
1597,Vijay Yesudas,"6,203,484","6,203,484","2,030"
1598,Abraham Mateo,"6,202,925","6,846,225","105,451"
1599,TAEYANG,"6,199,305","8,196,400","-14,205"
1600,CamelPhat,"6,196,763","6,211,491","1,193"
1601,Luck Ra,"6,196,063","6,196,063","17,767"
1602,Perera DJ,"6,194,583","6,194,583","16,007"
1603,Matt Maltese,"6,191,642","6,595,342",-618
1604,Leo Dan,"6,188,698","6,188,698","24,043"
1605,Matoma,"6,187,522","7,558,271","-8,872"
1606,Tungevaag,"6,184,876","6,968,091","-12,751"
1607,Ginuwine,"6,181,400","6,309,542","5,283"
1608,Beret,"6,178,616","6,605,918","-1,221"
1609,ERNEST,"6,175,500","6,175,500","11,577"
1610,JoÃ£o Gomes,"6,174,941","8,251,427","29,134"
1611,RXDXVIL,"6,174,620","6,174,620","9,668"
1612,Hiko,"6,171,871","7,964,045","-34,187"
1613,Teto,"6,169,689","7,893,583",654
1614,RÃFÃS DU SOL,"6,167,032","6,357,692","-1,471"
1615,Wale,"6,161,904","6,636,720","-17,107"
1616,Waka Flocka Flame,"6,152,082","6,419,677","30,250"
1617,Majestic,"6,148,938","6,424,865","6,678"
1618,Steely Dan,"6,147,794","6,420,590","5,881"
1619,Bobby Pulido,"6,141,278","6,200,505","9,271"
1620,Grimes,"6,141,085","6,416,104","-8,444"
1621,Ãwnboss,"6,139,329","7,398,587",-319
1622,The xx,"6,136,436","6,136,436","30,071"
1623,Corinne Bailey Rae,"6,131,123","6,156,488","-10,803"
1624,Last Child,"6,129,837","6,129,837","21,744"
1625,M. M. Keeravani,"6,128,106","7,564,940","-6,219"
1626,EXO,"6,122,742","7,053,204","3,772"
1627,PÃ©ricles,"6,120,316","6,120,316","28,079"
1628,Young Money,"6,116,602","6,167,443","-11,633"
1629,Wolfgang Amadeus Mozart,"6,115,385","6,669,785","12,050"
1630,Bea Miller,"6,110,833","7,414,206","-6,163"
1631,Wyclef Jean,"6,107,463","6,107,463","6,322"
1632,Natalie Imbruglia,"6,106,752","6,218,429","10,854"
1633,Kiki Dee,"6,104,917","6,426,072","-1,051"
1634,Adriel Favela,"6,101,314","7,170,042","24,440"
1635,Pusha T,"6,087,929","6,817,833","-23,561"
1636,Celia Cruz,"6,085,576","6,206,551","-6,386"
1637,Dulce MarÃ­a,"6,081,569","6,809,255","17,473"
1638,Dxrk ãã¼ã¯,"6,078,343","7,340,215","1,195"
1639,NCT DREAM,"6,072,997","6,732,407","-6,109"
1640,Sara Bareilles,"6,065,678","6,548,202","-21,233"
1641,Cuco,"6,062,905","6,374,023","-12,052"
1642,Neoni,"6,062,594","6,066,190","-3,596"
1643,Suki Waterhouse,"6,060,605","6,155,247","-12,786"
1644,The National,"6,057,136","8,477,095","-6,899"
1645,Kid Rock,"6,057,013","6,864,416","-27,991"
1646,The Blessed Madonna,"6,054,307","6,278,489","-8,428"
1647,Lilly Wood and The Prick,"6,052,127","6,669,746","9,031"
1648,Mc Poze do Rodo,"6,043,724","6,047,399","-3,675"
1649,Panter BÃ©lico,"6,043,031","6,043,031","38,718"
1650,Ovi,"6,039,802","7,391,087","-21,682"
1651,Jazzy,"6,035,596","6,096,401","4,895"
1652,Sukriti Kakar,"6,033,425","9,579,447","26,450"
1653,Bellakath,"6,032,859","8,068,245","-17,618"
1654,LP,"6,032,591","6,032,591","36,112"
1655,BENEE,"6,023,434","6,861,046",-121
1656,Obongjayar,"6,021,166","6,232,445","-211,279"
1657,bÃ´a,"6,010,913","6,010,913","26,378"
1658,RBD,"6,009,647","6,551,450","14,604"
1659,Lauana Prado,"6,006,630","6,901,062","12,554"
1660,Sadfriendd,"6,004,133","6,553,727",521
1661,New Order,"5,999,430","6,523,858","-13,176"
1662,Shinedown,"5,998,829","6,192,670","-4,537"
1663,FrÃ©dÃ©ric Chopin,"5,998,524","6,604,866","15,834"
1664,Los AutÃ©nticos Decadentes,"5,996,276","6,390,639","1,226"
1665,Sheck Wes,"5,991,735","6,537,153","6,199"
1666,Alle Farben,"5,984,512","6,910,068","-1,480"
1667,Westside Gunn,"5,984,415","7,172,261","-54,631"
1668,Chris Young,"5,983,454","6,557,043","-35,943"
1669,CRO,"5,980,932","6,167,724","14,738"
1670,Pesado,"5,978,102","6,326,008","-38,642"
1671,Bruno Martini,"5,977,863","6,004,945","4,219"
1672,Chase & Status,"5,976,556","6,126,260","18,207"
1673,La Roux,"5,974,833","5,974,833","30,974"
1674,Kevin Gates,"5,973,041","6,599,566","-4,753"
1675,Akhil,"5,965,770","8,166,073","-1,726"
1676,Conor Maynard,"5,962,639","6,804,973","-12,089"
1677,ThxSoMch,"5,958,414","9,386,209","30,674"
1678,Carly Simon,"5,946,527","6,304,383","-38,546"
1679,DIVINE,"5,942,055","6,899,750","-56,840"
1680,Mc Kevin,"5,937,708","5,937,708","19,787"
1681,gnash,"5,936,780","6,319,126","-58,427"
1682,DDG,"5,936,525","7,270,211","-2,638"
1683,The Emotions,"5,930,566","5,938,617","1,435"
1684,Ski Aggu,"5,923,929","5,923,929","10,708"
1685,Chefin,"5,920,459","5,920,459","18,646"
1686,Sam C.S.,"5,913,782","5,913,782","55,836"
1687,11:11 Music Group,"5,906,998","8,141,605","-19,356"
1688,Simply Red,"5,894,467","6,037,555","-3,046"
1689,Stevie Nicks,"5,891,672","6,078,955","-37,372"
1690,Billy Currington,"5,890,547","6,254,418","17,537"
1691,Lucky Daye,"5,888,435","7,754,167","2,088"
1692,IU,"5,887,646","8,805,240","12,366"
1693,Rainbow Kitten Surprise,"5,883,763","7,503,419","-20,501"
1694,Air Supply,"5,882,855","5,882,855","15,101"
1695,Anvita Dutt,"5,873,856","6,689,226","14,454"
1696,Mc Davi,"5,872,226","6,074,336","12,184"
1697,Alejo,"5,869,706","6,997,702","97,747"
1698,Boza,"5,855,587","6,485,199","-13,865"
1699,AnahÃ­,"5,852,075","6,599,848","18,599"
1700,Kaskade,"5,849,006","6,562,786","-13,322"
1701,The Bangles,"5,843,492","6,024,943","-1,527"
1702,Grupo Niche,"5,842,270","6,013,120","-2,944"
1703,Phantogram,"5,839,773","6,704,724",388
1704,The Pointer Sisters,"5,838,959","5,992,225","-6,953"
1705,RADWIMPS,"5,836,676","6,704,898","-5,231"
1706,Lennon Stella,"5,828,897","6,542,984","-17,581"
1707,Duelo,"5,827,392","5,956,645","12,149"
1708,Pat Benatar,"5,825,536","5,825,696","5,369"
1709,Arizona Zervas,"5,823,590","6,576,145","-4,442"
1710,Alvaro Diaz,"5,823,414","5,823,414","7,174"
1711,Jet,"5,823,302","7,356,943","-11,781"
1712,Ana Mena,"5,820,910","6,177,733","-10,217"
1713,Suzanne D'Mello,"5,819,657","7,127,071","11,106"
1714,JubÃ«l,"5,819,473","6,965,832","-23,831"
1715,Cat Burns,"5,817,846","7,835,224","-31,278"
1716,Frankie Ruiz,"5,817,729","5,925,252","-9,861"
1717,Gabby Barrett,"5,817,342","6,271,572","-3,890"
1718,Brett Young,"5,813,932","6,662,926","-43,120"
1719,thuy,"5,808,015","5,950,997","-17,519"
1720,GoldLink,"5,807,342","5,807,342","10,465"
1721,Rob Zombie,"5,806,788","5,806,788","6,685"
1722,Ana BÃ¡rbara,"5,804,841","6,143,940","17,988"
1723,Chris Isaak,"5,802,066","6,019,359","4,695"
1724,Peter Gabriel,"5,801,260","5,916,206","7,053"
1725,Madism,"5,801,190","6,536,394","-44,396"
1726,Dillon Francis,"5,800,827","6,761,800","-1,650"
1727,TRASHXRL,"5,799,172","5,799,172","14,002"
1728,Red Velvet,"5,797,937","7,748,512","-6,311"
1729,A Touch Of Class,"5,797,608","6,193,660","-5,841"
1730,Alexander Stewart,"5,792,141","5,835,966","-43,825"
1731,La Mosca Tse-Tse,"5,791,036","5,791,036",327
1732,Kenny Dope,"5,790,912","6,169,342","-4,910"
1733,Steppenwolf,"5,790,885","5,850,511","-14,389"
1734,MC Menor MT,"5,787,911","7,668,287",-334
1735,Chino & Nacho,"5,786,852","5,797,274","10,356"
1736,Mike Perry,"5,786,843","6,662,346","-45,560"
1737,Lily-Rose Depp,"5,786,818","7,832,924","39,403"
1738,Bryan Martin,"5,786,225","5,786,225","356,099"
1739,ChitÃ£ozinho & XororÃ³,"5,784,285","5,784,285","23,909"
1740,Hungria Hip Hop,"5,782,625","5,782,625","3,689"
1741,Tyler Hubbard,"5,781,660","6,415,587","72,044"
1742,Sub Urban,"5,779,107","6,184,586","7,331"
1743,James Taylor,"5,775,165","6,099,568","3,863"
1744,Whitesnake,"5,773,102","5,797,174","-1,852"
1745,Caifanes,"5,772,645","5,772,645","15,370"
1746,Martin Solveig,"5,772,235","6,162,897","-12,074"
1747,Rich The Kid,"5,770,895","8,433,306","15,089"
1748,Beny Jr,"5,768,253","6,831,062","-12,704"
1749,Naldo Benny,"5,767,816","5,869,368","3,438"
1750,Elevation Worship,"5,759,350","5,759,350","6,938"
1751,PSY,"5,756,616","5,919,444","-11,433"
1752,Kris Kross Amsterdam,"5,753,650","5,976,796","-19,760"
1753,Money Man,"5,752,902","6,115,902","35,230"
1754,Wings,"5,746,821","5,856,394","-13,583"
1755,Virlan Garcia,"5,742,273","6,495,226","28,800"
1756,ValentÃ­n Elizalde,"5,739,586","5,888,379","6,246"
1757,Bas,"5,736,032","6,610,936","-71,194"
1758,LSD,"5,735,368","5,790,042","11,668"
1759,Los Temerarios,"5,734,984","5,734,984","36,763"
1760,Naps,"5,732,205","5,862,526","-11,179"
1761,Yo Gotti,"5,730,514","6,056,530","-44,259"
1762,Tom Jones,"5,729,399","5,729,399","37,091"
1763,Christian ChÃ¡vez,"5,727,190","6,446,229","18,160"
1764,A Tribe Called Quest,"5,726,158","5,732,005","-5,847"
1765,La Ley,"5,719,979","5,945,410","-24,609"
1766,Los Fabulosos Cadillacs,"5,719,340","6,185,099","2,000"
1767,RAF Camora,"5,717,441","6,677,495","21,282"
1768,Quality Control,"5,716,972","6,462,956","28,122"
1769,Aastha Gill,"5,715,876","6,157,404",535
1770,Abhijay Sharma,"5,709,827","8,368,836","-28,644"
1771,Modern Talking,"5,709,669","5,732,548","12,570"
1772,Teddy Swims,"5,706,645","5,706,645","45,131"
1773,Paradox,"5,705,107","5,705,107","11,793"
1774,Pierce The Veil,"5,704,210","5,882,692","-6,605"
1775,Mc JacareÌ,"5,695,310","6,839,972","1,197"
1776,Alice Cooper,"5,691,834","6,556,165","2,672"
1777,Vanessa Carlton,"5,689,510","5,697,299","-5,104"
1778,Ed Maverick,"5,686,166","5,938,489","-6,270"
1779,Cookin' On 3 Burners,"5,685,420","5,777,256","-5,116"
1780,"Grover Washington, Jr.","5,685,091","6,084,681","15,398"
1781,Mark Morrison,"5,683,079","5,684,448","5,243"
1782,Ricchi E Poveri,"5,681,238","5,692,567","-4,915"
1783,The Human League,"5,680,811","5,744,189",667
1784,Dayglow,"5,674,850","6,472,359","-16,909"
1785,City Girls,"5,674,219","5,919,486","4,051"
1786,Leony,"5,671,458","6,374,523","-17,335"
1787,Dean Martin,"5,670,370","5,670,370","33,259"
1788,Sam Fischer,"5,667,558","6,946,107","-6,767"
